"SUID","__glayCluster","Acession number","Altitude","any other important information","any other important information.1","any other important information.2","AverageShortestPathLength","Awn Colour","Awn Type","BetweennessCentrality","Biological status","Breeder","ClosenessCentrality","ClusteringCoefficient","Collection site","continent","Country of origin","Degree","Eccentricity","Genome","Glume Colour","Glume surface","Grain Colour","group","Growth habit","Harvest year","IsSingleNode","Kilian/IPK sowing no. 2010","Kilian/IPK sowing no. 2011","Kilian/IPK sowing no. 2012","Latitude","Location of multiplication","Longitude","name","NeighborhoodConnectivity","No.","NumberOfDirectedEdges","NumberOfUndirectedEdges","Other number","Parental line","PartnerOfMultiEdgedNodePairs","Pedigree","Plant","Population","Radiality","Replication","Seed source","selected","SelfLoops","shared name","SMTA related info","Source genebank","Stress","subgenomeA","subgenomeB","subgenomeD","taxon","TaxonCluster","Taxonomy","Taxonomy1","Taxonomy2","TopologicalCoefficient","Variety/Genotype","Wax","wordcloud.sync","Year listed / recommended / Acquisition year / released / collected"
"475","2","TRI 3811",,"Colecção do Prof. Vasconcellos","","","2.13374486","","","5.66E-6","landrace","","0.46865959","0.9122807","","Europe","Portugal","27","7","BAD","","","","I","na",,"false","",,,"","","","Triticum_aestivum.WW-131","182.57894737","","27","0","","","7","",,"","0.87402835","","Wanda Viegas","false","0","WW-131","","IPK","44","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","lutescens Mansf.","0.41589737","Mocho ou Rapado","","false","<1933"
"474","2","TRI 3823",,"Colecção do Prof. Vasconcellos","","","2.1090535","","","4.003E-5","landrace","","0.47414634","0.76781609","","Europe","Portugal","43","7","BAD","","","","I","na",,"false","",,,"","","","Triticum_aestivum.WW-137","177.1","","43","0","","","9","",,"","0.87677183","","Wanda Viegas","false","0","WW-137","","IPK","246","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","milturum Mansf.","0.4025","Transmontano","","false","<1933"
"473","2","TRI 3821",,"Colecção do Prof. Vasconcellos","","","2.13374486","","","4.63E-6","landrace","","0.46865959","0.93157895","","Europe","Portugal","34","7","BAD","","","","I","na",,"false","",,,"","","","Triticum_aestivum.WW-136","188.65","","34","0","","","9","",,"","0.87402835","","Wanda Viegas","false","0","WW-136","","IPK","26","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","graecum Mansf.","0.43070776","Grécia","","false","<1933"
"472","2","TRI 9455",,"","","SSD","2.0617284","","","1.2777E-4","old cultivar","","0.48502994","0.68408163","","Europe","YUG","69","7","BAD","","","","III","Winter","2012.0","false","",,,"","IPK nurseries","","Triticum_aestivum.WW-082","180.58","4.0","69","0","13","","14","","2","","0.88203018","1.0","IPK/Kilian","false","0","WW-082","","IPK","900","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","var. milturum","0.4076298","Crvena Zvezda","","false","1969"
"471","2","41606","1550.0","126","","","2.08847737","","","9.531E-5","landrace","","0.47881773","0.73846154","Baluchistan","Asia","Pakistan","61","7","BAD","","","","I","spring",,"false","",,,"N29 57","","E66 43,","Triticum_aestivum.WW-218","149.05","","61","0","ICBW 201336","","15","",,"","0.87905807","","Beat Keller","false","0","WW-218","","ICARDA","500","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.33875","","","false","na"
"470","2","23977",,"","","","2.04938272","","","1.1827E-4","landrace","","0.48795181","0.78022599","","Europe","Georgia","81","7","BAD","","","","I","Spring",,"false","",,,"","","","Triticum_aestivum.WW-462","178.65","","81","0","","","16","",,"INRA wheat Core Collection","0.88340192","","Balfourier","false","0","WW-462","INRA SMTA signed by IPK admin","","840","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.40694761","Landrace","","false","1935"
"469","7","5448",,"","","","2.07407407","","","8.796E-5","cultivar","","0.48214286","0.75858586","","Europe","Bulgaria","71","7","BAD","","","","III","Spring",,"false","",,,"","","","Triticum_aestivum.WW-404","166.86666667","","71","0","","","18","",,"INRA wheat Core Collection","0.88065844","","Balfourier","false","0","WW-404","INRA SMTA signed by IPK admin","","576","true","true","true","Triticum_aestivum","T. aestivum β","Triticum","aestivum","","0.3775264","OGOSTA","","false","1978"
"468","2","PI 276002",,"","","SSD","2.08230453","","","1.8864E-4","landrace","","0.48023715","0.87272727","Cuenca","Europe","Spain","16","6","BA","","","","tetraploid","na","2011.0","false","","559.0","559.0","","""IPK """"little field""""""","","Triticum_dicoccon.WW-265","153.18181818","","16","0","","","5","","2","wheat wild relatives and neglected","0.87974394","","Kilian","false","0","WW-265","","","1726","true","true","false","Triticum_dicoccon",,"Triticum","dicoccon Schrank","subsp. dicoccon","0.34268863","","","false","na"
"467","7","5536",,"","","","1.96502058","","","2.3542E-4","cultivar","","0.50890052","0.73024055","","Asia","Russian Federation","141","7","BAD","","","","III","Winter",,"false","",,,"","","","Triticum_aestivum.WW-407","177.36082474","","141","0","","","36","",,"INRA wheat Core Collection","0.89277549","","Balfourier","false","0","WW-407","INRA SMTA signed by IPK admin","","2600","true","true","true","Triticum_aestivum","T. aestivum β","Triticum","aestivum","","0.40036304","OULIANOWSKA","","false","1976"
"466","2","VIR31594",,"2 original","","","2.11111111","","","3.538E-5","landrace","","0.47368421","0.81105169","","Asia","Azerbaijan","57","7","BAD","","","","I","Spring",,"false","",,,"","","","Triticum_aestivum.WW-214","142.82352941","","57","0","","","15","",,"","0.87654321","","Beat Keller","false","0","WW-214","","VIR","214","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.32832995","","","false","na"
"465","3","TRI 7745",,"","","SSD","1.94650206","","","3.0094E-4","old cultivar","","0.51374207","0.71662174","","Europe","Germany","112","7","BAD","","","","II","Winter","2013.0","false","",,,"","IPK nurseries","","Triticum_aestivum.WW-100","175.53773585","1.0","112","0","35","","5","","5","","0.8948331","3.0","IPK/Kilian","false","0","WW-100","","IPK","3328","true","true","true","Triticum_aestivum","T. aestivum γ","Triticum","aestivum","var. lutescens","0.39624771","Carstens VIII","","false","1965"
"464","2","TRI 9409",,"","","SSD","2.11728395","","","3.422E-5","old cultivar","","0.47230321","0.76129032","","Europe","Italy","48","7","BAD","","","","III","Winter","2012.0","false","",,,"","IPK nurseries","","Triticum_aestivum.WW-073","184.12903226","3.0","48","0","2","","13","","7","","0.87585734","1.0","IPK/Kilian","false","0","WW-073","","IPK","234","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","var. aestivum","0.42328513","San Pastore Typ 2","","false","1969"
"463","2","24185",,"","","","1.69958848","","","0.00662671","landrace","","0.58837772","0.42087684","","Africa","Turkmenistan","243","7","BAD","","","","II","Winter",,"false","",,,"","","","Triticum_aestivum.WW-473","134.70183486","","243","0","","","16","",,"INRA wheat Core Collection","0.92226795","","Balfourier","false","0","WW-473","INRA SMTA signed by IPK admin","","33080","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.30000409","Landrace","","false","1948"
"462","2","VIR35539",,"5 original","","","2.1255144","","","2.381E-5","landrace","","0.47047435","0.88311688","","Africa","Turkmenistan","34","7","BAD","","","","I","na",,"false","",,,"","","","Triticum_aestivum.WW-217","171.36363636","","34","0","","","10","",,"","0.87494284","","Beat Keller","false","0","WW-217","","VIR","124","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.39034997","","","false","na"
"461","2","TRI 7451",,"","","SSD","2.15843621","","","3.56E-6","old cultivar","","0.46329838","0.88571429","","Asia","Japan","23","7","BAD","","","","II","Winter","2013.0","false","",,,"","IPK nurseries","","Triticum_aestivum.WW-079","167.73333333","3.0","23","0","10","","6","","3","","0.87128487","3.0","IPK/Kilian","false","0","WW-079","","IPK","24","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","var. ferrugineum","0.38917247","Norin 4","","false","1964"
"460","3","8058",,"","","","2.06378601","","","5.568E-5","old cultivar","","0.48454636","0.79864253","","Europe","Belgium","68","7","BAD","","","","II","Winter",,"false","",,,"","","","Triticum_aestivum.WW-302","164.82692308","","68","0","","","10","",,"NAM INRA","0.88180155","","Balfourier","false","0","WW-302","INRA SMTA signed by IPK admin","","552","true","true","true","Triticum_aestivum","T. aestivum γ","Triticum","aestivum","","0.37460664","ZANDA","","false","1939"
"459","2","VIR23608",,"3 original","","","1.86419753","","","8.2535E-4","landrace","","0.53642384","0.61101533","","Asia","Armenia","185","7","BAD","","","","I","na",,"false","",,,"","","","Triticum_aestivum.WW-211","163.08275862","","185","0","","","30","",,"","0.90397805","","Beat Keller","false","0","WW-211","","VIR","8656","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.36730351","Karmraat","","false","na"
"458","2","VIR16772",,"3 original","","","1.93209877","","","5.6941E-4","landrace","","0.51757188","0.64353361","","Asia","Azerbaijan","140","7","BAD","","","","I","spring",,"false","",,,"","","","Triticum_aestivum.WW-210","165.85087719","","140","0","","","16","",,"","0.89643347","","Beat Keller","false","0","WW-210","","VIR","4830","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.37522823","","","false","na"
"457","2","24184",,"","","","2.1255144","","","1.157E-5","landrace","","0.47047435","0.87384615","","Asia","Israel","53","7","BAD","","","","I","Spring",,"false","",,,"","","","Triticum_aestivum.WW-472","162.69230769","","53","0","","","16","",,"INRA wheat Core Collection","0.87494284","","Balfourier","false","0","WW-472","INRA SMTA signed by IPK admin","","102","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.37314749","Landrace","","false","1927"
"456","2","5816",,"","","","1.9691358","","","1.2426E-4","old cultivar","","0.50783699","0.81035223","","Europe","Portugal","107","7","BAD","","","","II","Spring",,"false","",,,"","","","Triticum_aestivum.WW-411","190.12371134","","107","0","","","8","",,"INRA wheat Core Collection","0.89231824","","Balfourier","false","0","WW-411","INRA SMTA signed by IPK admin","","1790","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.43111953","PRECOCE","","false","1955"
"455","3","",,"","","","1.92592593","","","0.00115529","cultivar","","0.51923077","0.65922039","","Europe","Germany","131","7","BAD","","","","IV","na",,"false","",,,"","","","Triticum_aestivum.WW-168","173.73275862","","131","0","","","11","",,"","0.89711934","","Marion Röder","false","0","WW-168","","","14970","true","true","true","Triticum_aestivum","T. aestivum γ","Triticum","aestivum","","0.39217327","Mikon","","false","1988"
"454","3","9077",,"","","","1.99176955","","","1.7617E-4","old cultivar","","0.50206612","0.76526611","","Europe","Austria","117","7","BAD","","","","I","Winter",,"false","",,,"","","","Triticum_aestivum.WW-437","168.54117647","","117","0","","","24","",,"INRA wheat Core Collection","0.88980338","","Balfourier","false","0","WW-437","INRA SMTA signed by IPK admin","","1838","true","true","true","Triticum_aestivum","T. aestivum γ","Triticum","aestivum","","0.38131488","NON_PLUS_EXTRA","","false","1919"
"453","7","",,"","","","1.92798354","","","5.0151E-4","current variety","Martonvasar","0.51867663","0.6533147","","Europe","Hungary","136","7","BAD","","","","IV","Winter",,"false","",,,"","","","Triticum_aestivum.WW-025","178.18421053","","136","0","","","14","",,"","0.89689072","","Martonvasar","false","0","WW-025","","","4820","true","true","true","Triticum_aestivum","T. aestivum β","Triticum","aestivum","","0.40131579","MV-SUBA","","false","2002"
"452","2","TRI 9464",,"","","SSD","2.07613169","","","9.639E-5","old cultivar","","0.48166501","0.74283071","","Europe","YUG","64","7","BAD","","","","III","Winter","2013.0","false","",,,"","IPK nurseries","","Triticum_aestivum.WW-077","163.74468085","3.0","64","0","6","","13","","9","","0.88042981","2.0","IPK/Kilian","false","0","WW-077","","IPK","598","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","var. aestivum","0.37299472","NS 732","","false","1969"
"451","2","PI 83402",,"","","SSD","1.99794239","","","9.9893E-4","landrace","","0.50051493","0.50981013","Jiangsu","Asia","China","99","7","BAD","","","","I","na","2012.0","false","","197.0","197.0","","""IPK """"little field""""""","","Triticum_sphaerococcum.WW-241","136.0625","","99","0","","","13","","1","wheat wild relatives and neglected","0.88911751","","Kilian","false","0","WW-241","","","3900","true","true","true","Triticum_sphaerococcum",,"Triticum","sphaerococcum Perciv.","","0.30713883","","","false","na"
"450","2","",,"","","SSD","2.13786008","","","1.37E-6","cultivar","","0.46775746","0.92156863","","Europe","France","25","7","BAD","","","","IV","na",,"false","",,,"","","","Triticum_aestivum.WW-068","231.61111111","","25","0","","CRA-Victo x Spada (not used in Whealbi)","5","",,"","0.8735711","","CRA","false","0","WW-068","","","24","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.52879249","Victo","","false","1994"
"449","2","2171",,"supplementary accessions","","","2.12962963","","","2.601E-5","old cultivar","","0.46956522","0.84923077","","Asia","Nepal","47","7","BAD","","","","II","Spring",,"false","",,,"","","","Triticum_aestivum.WW-480","131.73076923","","47","0","","","14","",,"INRA wheat Core Collection","0.8744856","","Balfourier","false","0","WW-480","INRA SMTA signed by IPK admin","","106","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.30352712","CHYAMTANG","","false","na"
"448","3","1357",,"","","","1.94855967","","","3.7037E-4","cultivar","","0.51319958","0.69029304","","Europe","Sweden","138","7","BAD","","","","II","Winter",,"false","",,,"","","","Triticum_aestivum.WW-332","173.81904762","","138","0","","","28","",,"INRA wheat Core Collection","0.89460448","","Balfourier","false","0","WW-332","INRA SMTA signed by IPK admin","","3588","true","true","true","Triticum_aestivum","T. aestivum γ","Triticum","aestivum","","0.39236805","BIRGITTA","","false","1960"
"447","2","",,"1 BL/1 RS translocation from rye","","SSD","1.94855967","","","5.338E-4","cultivar","","0.51319958","0.67113384","","Europe","Italy","147","7","BAD","","","","III","na",,"false","",,,"","","","Triticum_aestivum.WW-067","167.6728972","","147","0","","-","30","",,"","0.89460448","","CRA","false","0","WW-067","","","3966","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.38021065","Sibilla","","false","na"
"446","3","TRI 17984",,"","","SSD","2.06790123","","","3.457E-5","old cultivar","","0.48358209","0.84438776","","Europe","Germany","69","7","BAD","","","","IV","Winter","2013.0","false","",,,"","IPK nurseries","","Triticum_aestivum.WW-115","172.57142857","2.0","69","0","52","","16","","5","","0.88134431","2.0","IPK/Kilian","false","0","WW-115","","IPK","396","true","true","true","Triticum_aestivum","T. aestivum γ","Triticum","aestivum","var. lutescens","0.39131843","Shireffs Dickkopf","","false","1997"
"445","2","TRI 11128",,"","","SSD","2.1090535","","","1.3184E-4","old cultivar","","0.47414634","0.83218391","","Europe","Romania","54","7","BAD","","","","III","Winter","2012.0","false","",,,"","IPK nurseries","","Triticum_aestivum.WW-090","183.13333333","1.0","54","0","24","","17","","2","","0.87677183","2.0","IPK/Kilian","false","0","WW-090","","IPK","3232","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","var. aestivum","0.41621212","Odvos 116","","false","1975"
"444","2","",,"","","","2.07201646","","","2.332E-5","cultivar","","0.48262165","0.91026827","","na","na","76","7","BAD","","","","III","na",,"false","",,,"","","","Triticum_aestivum.WW-170","193.34042553","","76","0","","","19","",,"Parent ITMI population (Mexican spring wheat variety)","0.88088706","","Marion Röder","false","0","WW-170","","","220","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.43841366","Opata","","false","na"
"443","7","TRI 329",,"","","SSD","2.09465021","","","1.058E-5","old cultivar","","0.47740668","0.90990991","","Europe","Sweden","55","7","BAD","","","","II","Winter","2012.0","false","",,,"","IPK nurseries","","Triticum_aestivum.WW-120","185.37837838","3.0","55","0","57","","13","","2","","0.8783722","2.0","IPK/Kilian","false","0","WW-120","","IPK","120","true","true","true","Triticum_aestivum","T. aestivum β","Triticum","aestivum","var. lutescens","0.4213145","Landweizen aus Voehma II","","false","1946"
"442","7","TRI 98",,"","","SSD","1.88683128","","","5.3466E-4","na","","0.52998909","0.67683803","","Europe","Sweden","185","7","BAD","","","","II","Winter","2013.0","false","",,,"","IPK nurseries","","Triticum_aestivum.WW-124","170.76296296","4.0","185","0","62","","37","","4","","0.90146319","1.0","IPK/Kilian","false","0","WW-124","","IPK","6082","true","true","true","Triticum_aestivum","T. aestivum β","Triticum","aestivum","var. milturum","0.38546944","","","false","1946"
"441","2","",,"","","","1.9691358","","","2.9981E-4","old variety","TAGEM","0.50783699","0.74199328","","Asia","Turkey","145","7","BAD","","","","III","Alternative",,"false","",,,"","","","Triticum_aestivum.WW-194","172.51578947","","145","0","","","41","",,"","0.89231824","","Hakan Özkan","false","0","WW-194","","","2542","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.38942616","Cumhuriyet-75","","false","1976"
"440","2","23937",,"","","","1.781893","","","0.00383277","landrace","","0.56120092","0.48066298","","Asia","India","208","7","BAD","","","","I","Spring",,"false","",,,"","","","Triticum_aestivum.WW-458","139.67403315","","208","0","","","20","",,"INRA wheat Core Collection","0.913123","","Balfourier","false","0","WW-458","INRA SMTA signed by IPK admin","","19586","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.31246987","Punjab Tipe 15","","false","1928"
"439","2","2330",,"","","","2.16460905","","","4.12E-6","cultivar","","0.46197719","0.90909091","","Asia","Turkey","21","7","BAD","","","","III","Winter",,"false","",,,"","","","Triticum_aestivum.WW-341","188.66666667","","21","0","","","6","",,"INRA wheat Core Collection","0.87059899","","Balfourier","false","0","WW-341","INRA SMTA signed by IPK admin","","14","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.43774169","COPPADRA","","false","na"
"438","2","TRI 11693",,"","","SSD","2.06995885","","","1.7347E-4","na","","0.48310139","0.6706753","","Asia","Pakistan","66","7","BAD","","","","III","Winter","2013.0","false","",,,"","IPK nurseries","","Triticum_aestivum.WW-104","149.4893617","3.0","66","0","39","","14","","4","","0.88111568","3.0","IPK/Kilian","false","0","WW-104","","IPK","954","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","var. lutescens","0.33821123","","","false","1977"
"437","2","5897",,"","","","1.94855967","","","3.308E-4","cultivar","","0.51319958","0.68691589","","Europe","Netherlands","127","7","BAD","","","","IV","Winter",,"false","",,,"","","","Triticum_aestivum.WW-412","184.34259259","","127","0","","","16","",,"INRA wheat Core Collection","0.89460448","","Balfourier","false","0","WW-412","INRA SMTA signed by IPK admin","","3628","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.41896044","PROMESSA","","false","1991"
"436","7","24210",,"","","","1.97325103","","","1.778E-4","old cultivar","","0.50677789","0.76764843","","Europe","United Kingdom","143","7","BAD","","","","I","Winter",,"false","",,,"","","","Triticum_aestivum.WW-380","176.22580645","","143","0","","","35","",,"INRA wheat Core Collection","0.891861","","Balfourier","false","0","WW-380","INRA SMTA signed by IPK admin","","2090","true","true","true","Triticum_aestivum","T. aestivum β","Triticum","aestivum","","0.39780092","Lammas","","false","1850"
"435","7","7276",,"","","","2.04526749","","","3.0796E-4","old cultivar","","0.4889336","0.81706604","","Europe","Finland","87","7","BAD","","","","II","Winter",,"false","",,,"","","","Triticum_aestivum.WW-425","175.6440678","","87","0","","","19","",,"INRA wheat Core Collection","0.88385917","","Balfourier","false","0","WW-425","INRA SMTA signed by IPK admin","","7026","true","true","true","Triticum_aestivum","T. aestivum β","Triticum","aestivum","","0.39738477","VAKKA","","false","1953"
"434","2","VIR23922",,"9 original","","","2.06584362","","","9.1E-5","landrace","","0.48406375","0.77632653","","Asia","Russian Federation","88","7","BAD","","","","I","Winter",,"false","",,,"","","","Triticum_aestivum.WW-213","185.26","","88","0","","","22","",,"","0.88157293","","Beat Keller","false","0","WW-213","","VIR","676","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.4200907","","","false","na"
"433","2","TRI 3873",,"Colecção do Prof. Vasconcellos","","","2.11934156","","","4.165E-5","landrace","","0.47184466","0.81034483","","Europe","Portugal","50","7","BAD","","","","I","na",,"false","",,,"","","","Triticum_aestivum.WW-146","136.89655172","","50","0","","","14","",,"","0.87562872","","Wanda Viegas","false","0","WW-146","","IPK","208","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","aestivum","0.31398292","Magueija","","false","<1933"
"432","2","3170",,"supplementary accessions","","","1.96707819","","","8.9086E-4","cultivar","","0.5083682","0.57925258","","America","USA","119","7","BAD","","","","II","Spring",,"false","",,,"","","","Triticum_aestivum.WW-481","154.29896907","","119","0","","","16","",,"INRA wheat Core Collection","0.89254687","","Balfourier","false","0","WW-481","INRA SMTA signed by IPK admin","","4484","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.34909269","FRONTHATCH","","false","1963"
"431","2","23981",,"","","","2.09259259","","","8.409E-5","landrace","","0.47787611","0.75641026","","Asia","Pakistan","68","7","BAD","","","","II","Spring",,"false","",,,"","","","Triticum_aestivum.WW-463","159.625","","68","0","","","19","",,"INRA wheat Core Collection","0.87860082","","Balfourier","false","0","WW-463","INRA SMTA signed by IPK admin","","426","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.36444064","Soor Ghanum","","false","1936"
"430","2","AUS14442",,"26","","","2.12757202","","","2.501E-5","landrace","","0.47001934","0.85185185","","Asia","Afghanistan","51","7","BAD","","","","I","spring",,"false","",,,"","","","Triticum_aestivum.WW-209","140.40740741","","51","0","","","17","",,"","0.87471422","","Beat Keller","false","0","WW-209","","AWCC","104","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.32351937","H1001","","false","na"
"429","2","WC562",,"Greece 19","V15","","1.94444444","Red","Bearded","2.2974E-4","landrace","","0.51428571","0.76635514","Tripolis district, Peloponese","Europe","Greece","121","7","BAD","Red","Smooth","Red","I","na",,"false","",,,"","","","Triticum_aestivum.WW-505","188.13084112","","121","0","1190562","","10","",,"JIC Watkins collection","0.89506173","","Simon Orford","false","0","WW-505","LoLa WISP MTA signed by BK","","2768","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.42467458","","*","false","na"
"428","2","WC474",,"Afghanistan 109","V12","","1.91152263","White","Bearded","0.00115501","landrace","","0.52314316","0.58963081","","Asia","Afghanistan","156","7","BAD","White","Smooth","Red","I","na",,"false","",,,"","","","Triticum_aestivum.WW-503","156.19512195","","156","0","1190474","","24","",,"JIC Watkins collection","0.89871971","","Simon Orford","false","0","WW-503","LoLa WISP MTA signed by BK","","6806","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.35258493","","*","false","na"
"427","2","24019",,"","","","2.02880658","","","5.1234E-4","cultivar","","0.49290061","0.72591588","","Asia","Russian Federation","91","7","BAD","","","","III","Winter",,"false","",,,"","","","Triticum_aestivum.WW-465","182.80597015","","91","0","","","18","",,"INRA wheat Core Collection","0.88568816","","Balfourier","false","0","WW-465","INRA SMTA signed by IPK admin","","6888","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.41358817","Dalnevostochnaya 10","","false","1978"
"426","7","2606",,"","","","1.91358025","","","5.8976E-4","breeding line","","0.52258065","0.64909904","","Europe","Ukraine","173","7","BAD","","","","III","Winter",,"false","",,,"","","","Triticum_aestivum.WW-350","171.53278689","","173","0","","","36","",,"INRA wheat Core Collection","0.89849108","","Balfourier","false","0","WW-350","INRA SMTA signed by IPK admin","","5558","true","true","true","Triticum_aestivum","T. aestivum β","Triticum","aestivum","","0.38720719","DNEPROVSKAIA","","false","na"
"425","2","4874",,"","","","1.78806584","","","0.00165007","cultivar","","0.55926352","0.57543657","","Asia","Lebanon","210","7","BAD","","","","III","Spring",,"false","",,,"","","","Triticum_aestivum.WW-393","157.02259887","","210","0","","","24","",,"INRA wheat Core Collection","0.91243713","","Balfourier","false","0","WW-393","INRA SMTA signed by IPK admin","","15798","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.35049687","MISKAAGANI","","false","na"
"424","2","TRI 5053",,"","","SSD","1.87037037","","","0.00147832","old cultivar","","0.53465347","0.64512952","","Europe","Ukraine","196","7","BAD","","","","II","Winter","2012.0","false","",,,"","IPK nurseries","","Triticum_aestivum.WW-096","167.33566434","2.0","196","0","30","","39","","7","","0.90329218","1.0","IPK/Kilian","false","0","WW-096","","IPK","22944","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","var. ferrugineum","0.37773288","Njemertsch Triumph Begrannter Roter  Verbesserter","","false","1961"
"423","2","8097",,"","","","1.98559671","","","1.534E-4","old cultivar","","0.50362694","0.76634321","","America","Canada","98","7","BAD","","","","I","Winter",,"false","",,,"","","","Triticum_aestivum.WW-429","183.25842697","","98","0","","","8","",,"INRA wheat Core Collection","0.89048925","","Balfourier","false","0","WW-429","INRA SMTA signed by IPK admin","","1916","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.41555199","STANLEY","","false","1890"
"422","2","TRI 5860",,"","","SSD","2.06790123","","","0.01256629","landrace","","0.48358209","0.575","Gindergache, 10 km von Mahabadnach Tabriz","Asia","Iran","26","6","BA","","","","tetraploid","na","2011.0","false","","389.0","389.0","","""IPK """"little field""""""","","Triticum_dicoccon.WW-264","128.25","","26","0","","","10","","1","wheat wild relatives and neglected","0.88134431","","Kilian","false","0","WW-264","","","18124","true","true","false","Triticum_dicoccon",,"Triticum","dicoccon Schrank","subsp. asiaticum Vav.","0.28663311","","","false","na"
"421","2","",,"Medium earliness","","","1.97119342","","","2.2901E-4","na","","0.50730689","0.74669653","","Asia","Israel","133","7","BAD","","","","","na",,"false","",,,"","","","Triticum_aestivum.WW-175","182.93684211","","133","0","","","24","",,"","0.89208962","","Saranga/Fahima","false","0","WW-175","","","2362","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.41388426","Gedera","","false","na"
"420","2","WC732",,"India 116","V59","","1.67489712","*","*","0.00538097","landrace","","0.5970516","0.45895617","Sikkim","Asia","India","299","7","BAD","","","","I","na",,"false","",,,"27N 89E","","","Triticum_aestivum.WW-508","148.59574468","","299","0","1190732","","57","",,"JIC Watkins collection","0.92501143","","Simon Orford","false","0","WW-508","LoLa WISP MTA signed by BK","","33072","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.33317432","Gahu (Nepali) or Kyo (Sikkimese)","*","false","na"
"419","3","TRI 9",,"","","SSD","1.9382716","","","2.9751E-4","old cultivar","","0.51592357","0.71589447","","America","USA","140","7","BAD","","","","II","Winter","2012.0","false","",,,"","IPK nurseries","","Triticum_aestivum.WW-093","172.8125","4.0","140","0","27","","20","","8","","0.8957476","2.0","IPK/Kilian","false","0","WW-093","","IPK","3660","true","true","true","Triticum_aestivum","T. aestivum γ","Triticum","aestivum","var. aestivum","0.39186508","Red Hussar","","false","1945"
"418","2","3753",,"","","","1.86831276","","","7.1992E-4","old cultivar","","0.53524229","0.66226731","","America","Brazil","190","7","BAD","","","","II","Winter",,"false","",,,"","","","Triticum_aestivum.WW-371","167.83916084","","190","0","","","42","",,"INRA wheat Core Collection","0.9035208","","Balfourier","false","0","WW-371","INRA SMTA signed by IPK admin","","7424","true","true","true","Triticum_aestivum","T. aestivum α","Triticum","aestivum","","0.37801613","IAS 1","","false","1955"
"417","7","TRI 9968",,"","","SSD","1.93004115","","","3.6148E-4","old cultivar","","0.51812367","0.69399162","","Asia","SUN","170","7","BAD","","","","III","Winter","2012.0","false","",,,"","IPK nurseries","","Triticum_aestivum.WW-119","171.29824561","4.0","170","0","56","","37","","9","","0.89666209","3.0","IPK/Kilian","false","0","WW-119","","IPK","4182","true","true","true","Triticum_aestivum","T. aestivum β","Triticum","aestivum","var. lutescens","0.38667776","Klimatinskaja","","false","1972"
